SSN,DoB,Gender,FirstName,MiddleName,LastName,EyeColor,StreetAddress,CityName,State,ZipCode,CountryCode,PhoneNumber,EmailAddress,DriverNumber,DriverState,DriverExpiry,Latitude,Longitude,IsVeteran,HasLienRecord,HasBankruptcyRecord,HasArrestRecord,HasCriminalRecord
649-79-2968,1959-04-17,Male,Thomas,R.,Farndell,Hazel,6 Park Avenue,New York City,NY,13598,US,931-403-2329,thomas.farndell@outlook.com,640-978-266,NY,2021-07-25,40.7452354545045,-74.0089875700964,True,False,False,False,False
903-93-3670,1968-04-22,Male,Alastair,William,Clark,Green,65 Market Street,New York City,NY,12015,US,772-352-7897,alastair.clark@hotmail.com,109-281-834,NY,2023-04-26,40.7117495185894,-74.040740607856,False,False,False,False,False
701-28-7042,1966-05-14,Male,George,Robert,Looney,Blue,16 Church Avenue,New York City,NY,14642,US,112-655-1522,GeorgeLooney66@mail.com,445-718-193,NY,2017-08-10,40.7501250596682,-73.9792078484592,False,False,False,False,False
264-82-9894,1945-03-10,Male,Danny,Richard,Stender,Brown,2 Hawthorn Street,New York City,NY,12252,US,902-238-5193,DannyStender45@gmail.com,477-357-441,NY,2023-06-28,40.5114345828969,-73.9951521920795,True,False,False,True,True
359-71-9904,1965-04-15,Female,Tina,C.,Thomas,Brown,2243 Green Boulevard,New York City,NY,14936,US,940-558-8639,tina.thomas@outbox.com,556-989-889,NY,2019-10-21,40.7212020718667,-74.0176836810255,False,False,False,False,False
578-69-9301,1968-03-23,Female,Nasreen,K.,Greenwood,Blue,47 Market Street,Borough of Queens,NY,10603,US,483-712-9445,NasreenGreenwood68@outbox.com,135-922-115,NY,2021-11-26,40.6445789659723,-73.8155504268132,False,False,False,False,False
987-21-1480,1952-06-02,Female,Margaret,J.,Martel,Hazel,4 County Boulevard,New York City,NY,13939,US,625-931-9671,MargaretMartel52@outlook.com,243-302-085,NY,2021-12-24,40.5660455638454,-74.3117752327756,False,False,False,False,False
545-16-3919,1954-08-05,Male,Elmer,G.,Stenton,Brown,3518 Hillside Road,New York City,NY,14628,US,341-385-4697,elmer.stenton@outbox.com,761-350-820,NY,2021-03-05,40.7717454243414,-74.1298642689942,True,False,False,False,False
763-61-4151,1974-11-03,Female,Janet,Mollie,Goulden,Blue,86 Edge Street,New York City,NY,11382,US,279-330-9859,janet.goulden@gmail.com,696-407-103,NY,2017-08-24,40.6835448146697,-74.0836610090086,False,True,False,False,False
840-17-9256,1968-11-27,Female,Yvonne,S.,Major,Brown,39 Cedar Boulevard,New York City,NY,13762,US,856-413-2380,yvonne6847@gmail.com,696-436-456,NY,2021-12-06,40.7225151960931,-73.9694177591315,False,False,False,False,False
847-45-7245,1956-11-28,Male,Joseph,Charles,Fegley,Gray,8371 City Avenue,Borough Of Queens,NY,11662,US,800-956-6896,JosephFegley56@outbox.com,322-654-782,NY,2022-02-12,40.6678211113111,-73.8635426038954,False,False,False,False,False
459-75-0136,1959-05-05,Male,Glenn,R.,Johnson,Brown,87 Black Road,Brooklyn,NY,11870,US,362-403-9863,glenn4266@yahoo.com,642-533-448,NY,2021-11-24,40.6792762318558,-73.9487384360153,True,False,False,False,False
754-35-6079,1963-08-29,Female,Amber,Paula,Hoyland,Blue,305 Cross Avenue,Brooklyn,NY,12246,US,124-671-4877,amber9086@hotmail.com,901-446-533,NY,2017-08-25,40.6810823103353,-73.9263754547946,False,False,False,True,False
703-15-5862,1960-09-13,Male,Troy,L.,Finch,Hazel,1 Main Street,Brooklyn,NY,10073,US,651-969-6733,troy6099@outlook.com,549-461-849,NY,2023-06-23,40.7468217610886,-74.0450125771486,False,False,False,False,False
497-49-4934,1969-08-10,Male,James,Walter,Dunn,Brown,6 Ninth Boulevard,Brooklyn,NY,10397,US,471-781-9155,JamesDunn69@mail.com,166-868-087,NY,2018-11-26,40.7174696309062,-73.7929972893856,False,True,False,False,False
272-49-5501,1955-10-21,Female,J.,D.,Currier,Green,117 Park Road,New York City,NY,13968,US,674-279-8395,J.Currier55@yahoo.com,715-221-996,NY,2022-04-11,40.5897735853772,-73.982331333372,False,False,False,False,False
730-28-5492,1954-11-03,Male,Paul,Marlon,Lightfoot,Brown,7 Bridge Boulevard,Borough Of Queens,NY,13716,US,986-121-4618,,575-502-636,NY,2023-04-15,40.6724209620082,-73.8879007444652,False,False,False,False,False
373-10-3906,1960-08-19,Male,Alistair,Keir,Witherington,Blue,7998 Business Street,New York City,NY,13246,US,980-758-2341,alistair7575@mail.com,941-228-881,NY,2022-07-22,40.6880442291497,-74.0605624377975,True,False,False,False,False
399-19-2480,1971-11-20,Female,Norma,Catherine,Moses,Hazel,1728 First Street,New York City,NY,14136,US,260-872-6583,NormaMoses71@mail.com,495-608-994,NY,2016-07-26,40.7275610224654,-73.9844228448183,False,False,False,False,False
818-95-0188,1967-04-15,Male,R.,G.,Thomas,Green,10 Green Drive,New York City,NY,10647,US,763-195-8414,r.3447@outbox.com,614-094-856,NY,2021-07-22,40.6311861356034,-74.1937064592432,False,False,False,False,False
855-99-8159,1963-08-31,Male,Donald,R.,Lane,Gray,2 Business Avenue,New York City,NY,13807,US,325-655-3038,DonaldLane63@yahoo.com,417-183-095,NY,2020-11-06,40.4748298603361,-74.2131071717197,False,False,False,False,False
036-20-5571,1945-06-17,Male,Shawn,T.,Walshe,Hazel,24 Elm Drive,New York City,NY,14101,US,898-135-4044,shawn.walshe@yahoo.com,845-846-383,NY,2020-10-06,40.5594660942342,-73.8523215238181,False,True,False,False,False
243-32-4104,1954-05-11,Male,Newton,Brendan,Riccardi,Hazel,7606 Beech Street,Port Jefferson,NY,14329,US,775-208-0215,newton5496@aol.com,270-247-663,NY,2021-11-08,40.9454689991969,-73.0720249901227,True,True,True,False,False
195-68-8240,1963-07-03,Male,Elmer,F.,Rees,Blue,3 Park Street,New York City,NY,10044,US,293-471-6661,ElmerRees63@outlook.com,793-492-341,NY,2020-11-24,40.7279024322152,-74.0206377062599,True,False,False,False,False
190-53-9546,1974-03-11,Female,Ileana,Barbara,Rudd,Hazel,867 Main Road,New York City,NY,11963,US,815-432-3539,IleanaRudd74@gmail.com,242-147-074,NY,2017-07-11,40.6411193010462,-73.7897778819833,False,False,False,False,False
240-97-3113,1950-11-30,Male,Christopher,A.,Wilson,Brown,379 Kings Street,Amherst,NY,13320,US,309-997-4973,christopher.wilson@yahoo.com,185-831-666,NY,2023-06-09,42.9809384376496,-78.7951031796582,True,False,False,False,False
779-66-2108,1974-11-29,Female,J.,R.,Irby,Green,35 Copse Street,Amherst,NY,13988,US,492-914-9480,j.7499@hotmail.com,994-427-955,NY,2018-07-23,42.9806210481378,-78.7972493730244,False,False,False,False,False
851-54-9795,1951-03-13,Male,Dennis,Darren,Padden,Blue,3 Poplar Street,Utica,NY,11928,US,824-944-7614,,393-063-247,NY,2022-04-02,43.1040306661579,-75.2219536296807,True,True,False,False,False
483-85-7663,1966-08-03,Female,Sandra,Sharon,Vernon,Blue,1463 Beech Avenue,Amherst,NY,11282,US,146-242-1905,SandraVernon66@yahoo.com,964-775-374,NY,2018-08-26,42.9714568538861,-78.7989475924998,False,False,False,False,False
919-78-2296,1940-05-23,Male,John,William,Burt,Gray,41 Park Avenue,New York City,NY,14317,US,807-912-7628,JohnBurt40@gmail.com,564-530-238,NY,2021-03-25,40.7118200904288,-73.9191704441669,True,True,True,False,False
213-58-4699,1969-09-02,Female,Katie,S.,Rock,Brown,9 Fort Street,New York City,NY,13068,US,615-957-1719,KatieRock69@gmail.com,132-496-534,NY,2016-10-11,40.4982826553072,-74.2191621821952,False,False,False,True,False
009-86-8155,1966-06-08,Female,Esperanza,Tillie,Humphrey,Brown,283 Main Drive,New York City,NY,14909,US,156-904-5814,EsperanzaHumphrey66@outbox.com,344-398-221,NY,2018-06-04,40.7029206107209,-74.0149845748164,False,False,False,False,False
613-67-6892,1958-07-02,Male,Adrian,Peter,Uselton,Hazel,26 Cross Street,New York City,NY,12969,US,140-908-6571,adrian4364@yahoo.com,360-869-630,NY,2020-09-26,40.997898421041,-74.1467775597177,False,False,False,False,False
348-64-6430,1982-12-05,Female,Jerri,S.,Venables,Blue,1 Sixth Avenue,New York City,NY,10930,US,241-159-9336,JerriVenables82@yahoo.com,,,1900-01-01,40.7171595152755,-74.0258916756917,False,False,False,False,False
239-03-8235,1949-04-24,Male,Johnny,F.,Tweedy,Brown,1 Kings Avenue,Borough Of Queens,NY,10732,US,157-270-6654,johnny.tweedy@gmail.com,248-660-328,NY,2018-11-26,40.6448060668154,-73.7836911415658,False,True,False,False,False
783-90-6526,1953-03-30,Male,Richard,A.,Thomas,Hazel,3512 Elm Avenue,New York City,NY,12018,US,360-345-2693,RichardThomas53@outlook.com,668-573-802,NY,2017-03-25,40.7579131550029,-74.0739290671454,True,False,False,False,False
793-22-4412,1960-03-14,Female,Sandra,L.,Hargreaves,Gray,244 Forest Avenue,New York City,NY,10274,US,808-491-5103,SandraHargreaves60@gmail.com,370-154-950,NY,2022-11-03,40.8136149606874,-73.7063718216461,False,False,False,False,False
281-62-7244,1965-09-23,Male,Stephen,John,Groves,Blue,11 Sixth Drive,New York City,NY,11758,US,464-421-0852,StephenGroves65@hotmail.com,364-672-391,NY,2023-03-11,40.7311267306796,-73.8517312614633,False,False,False,False,False
613-70-6032,1967-07-18,Female,S.,E.,Veryard,Green,3 Seventh Road,Utica,NY,11960,US,886-523-2969,s.6721@outbox.com,521-561-382,NY,2016-08-22,43.0774337216538,-75.2397866606373,False,False,False,False,False
901-22-4309,1957-03-15,Male,Joseph,A.,Nilles,Blue,72 Long Boulevard,Tuckahoe,NY,10774,US,266-988-6635,joseph8968@yahoo.com,172-230-783,NY,2021-10-10,40.9504267665582,-73.8273914497948,True,True,False,False,False
142-59-5428,1947-01-12,Male,Rayford,George,Choudry,Blue,4 Green Avenue,Borough Of Queens,NY,12846,US,890-993-6784,rayford6076@mail.com,381-566-852,NY,2019-05-30,40.6702054176568,-73.8405330333006,True,False,False,False,False
180-57-3881,1972-12-13,Female,Shirley,Edna,Ibarra,Hazel,85 Park Road,Borough of Queens,NY,13056,US,857-364-2648,shirley.ibarra@outbox.com,593-550-337,NY,2022-09-02,40.7000082640001,-73.8600314350831,False,True,False,False,False
977-07-8856,1967-12-09,Male,Branden,A.,Colon,Blue,1355 Princess Boulevard,Borough of Queens,NY,13303,US,264-383-1748,branden6396@yahoo.com,403-122-805,NY,2020-06-10,40.7080372150069,-73.8316734667965,False,False,False,False,False
658-30-2746,1972-03-22,Male,William,P.,Green,Green,2265 Broad Street,Borough of Queens,NY,11540,US,830-266-3766,WilliamGreen72@outbox.com,810-968-861,NY,2017-07-30,40.611102043892,-73.8232549860352,False,False,False,False,False
344-21-7654,1956-03-25,Female,Debra,S.,Horrell,Brown,11 Green Drive,New York City,NY,11001,US,241-194-3755,DebraHorrell56@gmail.com,572-072-048,NY,2018-11-15,40.6564597352256,-74.1826298483519,False,True,False,False,False
204-36-8484,1955-01-01,Male,Darryl,Bill,Commons,Brown,389 Field Road,New York City,NY,11312,US,932-753-3416,darryl5520@gmail.com,856-753-908,NY,2018-01-19,40.7939636175406,-74.065499892695,True,False,False,False,False
275-48-2866,1964-02-29,Male,John,David,Armstrong,Blue,9146 County Road,New York City,NY,14754,US,165-464-0725,JohnArmstrong64@mail.com,629-514-386,NY,2019-08-18,40.7074726351708,-74.2037347436005,False,False,False,False,False
022-86-8335,1968-10-10,Male,Rodney,S.,Drinkwater,Brown,8 Park Street,New York City,NY,10974,US,177-775-7316,rodney.drinkwater@outlook.com,628-621-246,NY,2019-06-19,40.7241289808163,-74.3541462147232,False,False,False,False,False
688-07-9911,1950-09-29,Male,David,Anthony,Lillywhite,Brown,355 Park Avenue,New York City,NY,14181,US,248-367-0507,david5027@yahoo.com,374-824-786,NY,2019-09-08,40.7204578283378,-73.9958963279052,True,False,False,False,False
277-72-9270,1972-06-11,Female,S.,C.,Scarberry,Gray,2144 Oak Drive,Utica,NY,11527,US,307-273-1057,s.7231@outlook.com,680-656-544,NY,2021-11-14,43.0989510445139,-75.2066444825678,False,True,False,False,False
862-15-4191,1971-11-18,Female,Princess,M.,Pickstock,Brown,1870 Elm Boulevard,New York City,NY,13299,US,354-779-6706,PrincessPickstock71@hotmail.com,390-820-363,NY,2017-02-28,40.8267132157963,-73.9065811540558,False,True,False,True,True
803-81-9474,1948-11-15,Female,Charlene,Brenda,Gomez,Brown,31 County Boulevard,New York City,NY,14368,US,624-516-4692,charlene4849@hotmail.com,661-736-202,NY,2017-01-27,40.612176897047,-73.9507676295698,False,True,False,False,False
928-87-1118,1945-08-07,Male,Giuseppe,Daniel,Stewart,Brown,73 Dale Street,East Patchogue,NY,13807,US,310-538-2718,giuseppe.stewart@gmail.com,,,1900-01-01,40.7594614929299,-73.0011851670641,False,False,False,False,False
032-78-0963,1953-03-30,Male,Ian,Robert,Tyson,Blue,8083 Harbor Street,New Rochelle,NY,11696,US,765-590-5340,ian.tyson@outlook.com,781-271-698,NY,2018-11-12,40.9142574275544,-73.7926146754352,True,False,False,False,False
077-07-4906,1963-05-26,Male,Vincent,Dwight,Everitt,Hazel,5 Fifth Street,New Rochelle,NY,10535,US,382-327-9819,VincentEveritt63@hotmail.com,451-477-562,NY,2017-06-24,40.9021730798445,-73.7864629087719,False,True,False,False,False
324-24-9943,1968-06-15,Female,Cassi,C.,Sanchez,Blue,249 Park Road,New Rochelle,NY,13635,US,332-911-3771,cassi6811@aol.com,711-688-893,NY,2016-12-16,40.8999967436473,-73.8050530592262,False,False,False,False,False
223-72-5519,1960-09-21,Female,Susan,M.,Holland,Brown,5526 Poplar Street,New Rochelle,NY,12902,US,535-307-5784,susan6412@yahoo.com,827-129-194,NY,2017-10-07,40.9055287122215,-73.7613576008357,False,True,False,False,False
857-86-4957,1941-08-24,Male,Michael,William,Osborn,Blue,1 Park Road,Manhattan,NY,11156,US,256-552-5965,michael4148@yahoo.com,440-650-687,NY,2020-06-29,40.768727855543,-73.9757449488069,False,False,False,True,True
367-28-0229,1948-11-14,Male,Paul,R.,Chestnut,Blue,292 Cliff Drive,New York City,NY,13985,US,233-676-2148,paul.chestnut@yahoo.com,558-026-101,NY,2016-08-17,40.6679604725112,-73.7710801682134,True,False,False,False,False
770-79-6739,1964-12-06,Male,Thomas,Carlos,Farrall,Brown,19 Main Avenue,New York City,NY,11075,US,893-156-9524,thomas.farrall@gmail.com,283-480-945,NY,2021-09-19,40.9633880314398,-73.9473757931826,False,False,False,False,False
302-98-7960,1948-03-04,Male,J.,D.,Thomas,Blue,15 Cross Boulevard,Borough Of Bronx,NY,14724,US,498-175-9663,J.Thomas48@outlook.com,200-232-038,NY,2018-06-22,40.8441037672964,-73.8779354947251,True,False,False,False,False
094-73-3325,1967-05-30,Male,John,William,Sheppard,Green,42 Bank Boulevard,New York City,NY,14596,US,790-547-6473,john6405@yahoo.com,419-002-216,NY,2023-02-26,40.6459216390149,-74.229633956426,False,False,False,False,False
620-68-7791,1968-11-15,Female,Rebecca,M.,Barnett,Hazel,30 School Street,New York City,NY,10292,US,413-897-1137,,448-905-141,NY,2023-05-22,40.8153691832392,-74.1001530816853,False,False,False,False,False
266-21-5826,1948-04-12,Female,Joyce,Debra,Miranda,Brown,183 Park Avenue,New York City,NY,12582,US,468-518-7113,joyce.miranda@yahoo.com,836-949-128,NY,2018-11-04,40.6972900369916,-74.0624058175663,False,True,False,False,False
717-04-2322,1958-10-17,Female,Denise,H.,Mortimer,Brown,2 Ridge Boulevard,New York City,NY,12622,US,301-921-1652,denise5883@mail.com,161-117-876,NY,2019-11-19,40.6234208954484,-73.8072774150343,True,False,False,False,False
145-26-4212,1974-11-12,Male,Armando,C.,Rowbottom,Blue,9759 Poplar Avenue,New York City,NY,12109,US,388-495-8492,armando7494@gmail.com,,,1900-01-01,40.5785315516725,-74.1765667730544,False,False,False,False,False
397-03-2714,1959-02-19,Female,Anna,Margaret,Mistry,Green,153 Main Street,New York City,NY,13791,US,923-342-8442,AnnaMistry59@hotmail.com,949-705-389,NY,2017-11-14,40.7678187655732,-73.9034551119903,False,True,False,False,False
819-33-7059,1952-06-10,Male,B.,J.,Richie,Blue,1530 Park Avenue,Borough Of Queens,NY,13317,US,221-952-4039,B.Richie52@outlook.com,391-377-675,NY,2017-03-20,40.7181969158378,-73.8534422524845,True,False,False,False,False
609-41-7586,1974-03-28,Male,Craig,Stelios,Brown,Green,1 Mill Boulevard,Borough of Queens,NY,10754,US,726-739-1077,craig.brown@yahoo.com,572-782-985,NY,2021-11-10,40.5430952733868,-73.75553834198,False,False,False,False,False
291-81-9685,1959-02-03,Male,Antonio,S.,Fulton,Blue,2584 Moss Road,Borough of Queens,NY,13924,US,366-748-7143,antonio544@mail.com,722-592-167,NY,2018-02-25,40.6996423491199,-73.782061961771,False,True,False,False,False
903-10-7825,1950-04-06,Male,Percival,William,Gibson,Hazel,75 Trinity Boulevard,New York City,NY,13003,US,531-253-9599,PercivalGibson50@gmail.com,365-578-835,NY,2021-04-27,40.7141917671425,-74.0050336119027,True,False,False,False,False
130-62-3418,1969-04-05,Male,Michael,L.,Bogard,Brown,198 Church Street,Borough of Bronx,NY,14496,US,149-594-8900,michael698@yahoo.com,789-329-586,NY,2022-06-27,40.8168462288559,-73.8895518822844,False,False,False,False,False
424-73-2038,1987-05-01,Male,William,I.,Kohr,Hazel,91 Green Avenue,New York City,NY,14435,US,286-603-2014,william614@hotmail.com,743-913-687,NY,2023-04-07,40.7865103299918,-73.8301668365449,False,False,False,False,False
029-08-7830,1948-06-22,Female,Jennifer,Bethan,Clarke,Brown,5820 Rose Road,Borough Of Queens,NY,11611,US,462-240-2262,JenniferClarke48@gmail.com,626-071-642,NY,2020-10-26,40.7059840750927,-73.7940907404345,True,False,False,False,False
463-88-8690,1970-09-26,Female,Mae,M.,Harvey,Green,197 Mill Avenue,Borough of Queens,NY,13966,US,904-505-3635,mae7038@outlook.com,364-853-481,NY,2019-07-15,40.7573146231641,-73.7707405089504,False,False,False,True,True
091-55-3140,1958-03-04,Male,Douglas,W.,Lucas,Brown,24 Park Road,Manhattan,NY,12617,US,821-737-1393,DouglasLucas58@yahoo.com,,,1900-01-01,40.7842366017661,-73.9610046503873,False,True,False,False,False
042-46-9352,1952-11-01,Male,Jesse,Clifton,Harris,Blue,155 Willow Avenue,Borough Of Queens,NY,12246,US,735-111-9761,JesseHarris52@outbox.com,167-397-684,NY,2018-06-30,40.6186474973751,-73.8305473602243,True,False,False,False,False
603-59-8506,1963-02-25,Male,Daniel,Mark,Brownhill,Hazel,9 Rose Boulevard,Borough of Queens,NY,10202,US,435-587-9669,daniel9287@aol.com,489-000-585,NY,2018-10-12,40.6601399508636,-73.8157601997439,False,False,False,False,False
197-75-3299,1967-07-12,Male,Larry,J.,Baxter,Blue,1 Green Street,Borough of Queens,NY,11416,US,224-325-9881,larry.baxter@mail.com,347-201-159,NY,2020-09-13,40.6313303990664,-73.8669339682549,False,False,False,False,False
479-93-9417,1973-07-17,Female,Katie,L.,Barnsley,Blue,149 Bridge Drive,Borough of Queens,NY,13685,US,985-961-2100,katie8252@gmail.com,884-665-053,NY,2022-10-06,40.6576200162168,-73.78968567648,False,False,False,False,False
574-77-6738,1961-08-04,Female,E.,N.,Mancini,Brown,7716 Bridge Street,Borough Of Bronx,NY,10754,US,509-901-6310,E.Mancini61@mail.com,255-393-257,NY,2018-10-29,40.8498411516974,-73.866706401199,False,True,False,False,False
841-17-1820,1954-04-12,Male,Harry,D.,Hammond,Brown,8263 Mill Boulevard,Rotterdam,NY,11130,US,568-779-7602,harry5412@aol.com,386-215-162,NY,2023-02-13,42.7817151606568,-73.9555599938574,True,True,False,False,False
388-60-6280,1956-05-16,Female,Maria,L.,Chesworth,Blue,247 Mill Boulevard,Borough of Bronx,NY,11821,US,965-751-7550,maria5695@mail.com,885-983-944,NY,2023-04-02,40.856890933648,-73.8805732066076,False,False,False,False,False
054-96-0383,1969-03-13,Male,Joseph,James,Govier,Green,276 Hazel Avenue,Rotterdam,NY,12472,US,929-132-4756,joseph.govier@hotmail.com,128-412-170,NY,2020-03-04,42.7830564722539,-73.9749339831675,False,False,False,False,False
008-37-3349,1941-06-03,Female,Avril,,Hewer,Brown,119 Park Street,Brooklyn,NY,12575,US,318-529-9993,AvrilHewer41@outlook.com,783-700-150,NY,2017-04-07,40.5870897757242,-74.0873823495316,False,False,False,False,False
201-44-6662,1952-01-16,Male,Samuel,Paul,Boyer,Green,45 Central Street,New York City,NY,12626,US,208-889-7471,samuel5248@yahoo.com,808-008-308,NY,2017-12-09,40.5622537200362,-73.8901664509007,True,False,False,False,False
690-67-3929,1965-09-21,Male,Abdul,L.,Hannabuss,Brown,255 Forest Avenue,New York City,NY,11243,US,534-135-8541,AbdulHannabuss65@hotmail.com,305-686-230,NY,2018-06-17,40.6480878855682,-74.0081919700873,False,False,False,False,False
784-77-0108,1960-07-09,Male,Lonnie,Donald,Mawhinney,Brown,5 Mill Street,New York City,NY,12812,US,725-249-6626,lonnie8645@gmail.com,945-772-119,NY,2018-12-29,40.7739164215929,-73.882383945117,False,False,False,False,False
778-63-3429,1961-10-12,Male,Kenny,Eric,Patrick,Brown,242 Cedar Drive,New York City,NY,14047,US,275-392-4779,KennyPatrick61@outbox.com,515-169-754,NY,2017-06-26,40.6830503458433,-74.1067165575493,False,False,False,False,False
660-78-0115,1955-02-14,Female,Tammy,C.,Payton,Gray,519 Church Avenue,New York City,NY,11458,US,101-527-8491,tammy7664@yahoo.com,629-682-233,NY,2021-05-03,40.6525608754456,-73.9629785514771,False,False,False,False,False
384-32-2545,1948-07-09,Male,Robert,E.,Brandt,Green,1530 Broad Road,New York City,NY,13341,US,136-863-2244,RobertBrandt48@mail.com,882-414-435,NY,2020-02-26,40.6383574594924,-74.0248855877676,True,True,False,False,False
875-18-4060,1954-12-29,Female,Anna,Brenda,McGrail,Brown,7 Park Street,New York City,NY,14635,US,389-370-6837,anna.mcgrail@aol.com,581-465-689,NY,2018-10-04,40.7065134356635,-73.9395509099461,False,False,False,False,False
771-87-3817,1964-12-18,Female,Sheila,P.,Dhaliwal,Hazel,47 Walnut Boulevard,New York City,NY,12433,US,458-143-9313,SheilaDhaliwal64@outbox.com,975-206-637,NY,2020-01-27,40.7329250874706,-73.9962428047641,False,False,False,False,False
440-97-9617,1955-11-18,Male,Jason,M.,Evetts,Brown,1 Island Boulevard,Borough of Bronx,NY,11377,US,541-139-4504,jason.evetts@hotmail.com,870-343-960,NY,2016-08-27,40.7854396849838,-74.0009458037187,False,False,False,False,False
270-71-3050,1958-05-12,Male,R.,J.,Ford,Green,1 Cedar Avenue,Brooklyn,NY,11019,US,115-333-6581,r.5832@hotmail.com,471-832-094,NY,2022-11-24,40.6660526115687,-73.9517762450117,True,False,False,False,False
275-21-0137,1959-12-31,Female,Jacquelyn,Jennifer,Madison,Brown,21 Queens Avenue,Brooklyn,NY,10635,US,659-278-8655,JacquelynMadison59@outlook.com,852-990-451,NY,2020-12-10,40.6700095821435,-73.7993819716258,False,False,False,False,False
581-66-6311,1960-10-16,Female,Tessa,Maribel,Hernandez,Brown,59 Church Street,New York City,NY,11256,US,969-191-1617,TessaHernandez60@outbox.com,507-700-732,NY,2020-10-31,40.6356172730682,-73.9496899392761,False,True,False,False,False
237-39-5199,1953-04-06,Male,Perry,A.,Kucera,Gray,425 Main Avenue,New York City,NY,12090,US,809-794-9849,perry2262@gmail.com,712-534-401,NY,2020-01-05,40.5642658860623,-74.3214924317056,True,True,False,False,False
236-54-7415,1962-11-22,Male,Scott,M.,Smith,Hazel,2086 Third Drive,New York City,NY,13632,US,894-850-3420,scott626@hotmail.com,834-072-888,NY,2017-01-17,40.6614406322445,-73.8732756102732,False,False,False,False,False
781-11-3352,1966-07-19,Female,Allison,Doreen,Robinson,Gray,2 Queens Road,New York City,NY,10705,US,933-483-6155,allison664@yahoo.com,382-768-753,NY,2020-10-16,40.8659915612946,-74.0704218245265,False,False,False,False,False
831-99-0680,1938-11-12,Male,John,Martin,Dawe,Brown,1961 Park Road,New York City,NY,12284,US,934-495-0995,JohnDawe38@outlook.com,553-480-185,NY,2022-01-01,40.7098463402153,-73.9950785000237,True,True,False,False,False
019-84-6749,1975-07-31,Male,Kevin,John,Lovatt,Green,69 Valley Avenue,New York City,NY,14818,US,191-209-8878,KevinLovatt75@gmail.com,292-796-721,NY,2018-06-04,40.6724897923108,-74.0588687800209,False,True,True,False,False
732-31-6000,1971-03-10,Female,Cathy,Louise,Ellinger,Hazel,705 Middle Avenue,New York City,NY,12970,US,150-245-3643,cathy.ellinger@aol.com,226-858-152,NY,2018-08-16,40.5585152061244,-74.0171693164086,False,False,False,False,False
829-81-6712,1958-08-03,Female,Georgia,B.,Aguirre,Blue,15 Chestnut Drive,New York City,NY,14722,US,243-640-7175,GeorgiaAguirre58@gmail.com,510-075-743,NY,2023-04-07,40.7102499490702,-73.9317901680801,False,True,False,False,False
267-53-3574,1960-10-28,Male,Charles,Donald,Dowell,Gray,6 Fir Road,Cheektowaga,NY,10833,US,206-269-8264,,449-948-156,NY,2019-09-14,42.9035866666842,-78.7549165429655,True,False,False,False,False
061-91-2746,1954-04-02,Female,Cecilia,E.,Costa,Hazel,2403 Kings Street,Borough of Bronx,NY,10650,US,132-203-1673,cecilia5420@outlook.com,645-881-511,NY,2022-01-06,40.8591809151899,-73.8585577963467,False,False,False,False,False
500-84-1079,1933-01-02,Male,David,R.,Shannon,Green,2 Bank Drive,Brooklyn,NY,14597,US,343-232-3506,david.shannon@hotmail.com,374-646-132,NY,2022-10-24,40.6934709200944,-74.0372678345476,False,True,False,False,False
561-42-3939,1959-10-15,Male,David,Joseph,Ford,Green,5779 Green Avenue,Plattsburgh,NY,12198,US,344-795-9184,david.ford@outbox.com,899-432-399,NY,2017-06-19,44.70006769734,-73.4658875167391,True,False,False,True,True
412-09-8298,1965-05-18,Female,Helen,M.,Michael,Blue,27 Oak Street,Plattsburgh,NY,14800,US,859-479-5301,helen.michael@gmail.com,929-266-855,NY,2021-08-03,44.6989006557089,-73.4525887979502,False,False,False,True,True
849-40-6621,1961-06-02,Male,Brandon,W.,Jacob,Gray,8 Main Avenue,New York City,NY,12277,US,711-221-4417,brandon6195@gmail.com,396-708-176,NY,2020-09-09,40.7264964977699,-74.0722564182768,True,True,False,False,False
106-99-0170,1940-04-18,Female,Amy,G.,Qureshi,Blue,37 Main Drive,Buffalo,NY,11111,US,262-636-3710,AmyQureshi40@aol.com,342-476-845,NY,2019-06-09,42.8858327656445,-78.885858650128,False,False,False,False,False
071-58-3234,1945-04-21,Male,Paul,Reginald,Welch,Blue,9 Chestnut Street,New York City,NY,13690,US,547-987-7161,PaulWelch45@hotmail.com,115-999-076,NY,2019-10-28,40.6318692292728,-73.8620743775311,True,False,False,False,False
900-07-9851,1955-03-11,Female,Sandra,Pamela,Wardrop,Green,12 Field Boulevard,New York City,NY,10527,US,700-980-4609,,,,1900-01-01,40.7276755607999,-74.3549581318254,False,False,False,False,False
202-33-4848,1966-06-29,Male,Jason,N.,Tremain,Hazel,1610 Sixth Street,New York City,NY,13967,US,410-301-8177,jason2532@yahoo.com,510-673-917,NY,2019-09-11,40.9129109467974,-74.2702799089479,False,False,False,False,False
009-35-0944,1946-01-23,Male,Nathan,C.,Mantz,Gray,30 Edge Drive,Brooklyn,NY,12254,US,536-421-6057,nathan4616@outlook.com,666-427-972,NY,2021-05-29,40.6653996326467,-73.947059721018,True,False,False,True,False
672-20-7673,1958-03-29,Male,Anthony,R.,Faulkner,Blue,2 Pleasant Street,Brooklyn,NY,14194,US,529-880-1001,anthony6974@gmail.com,961-637-893,NY,2019-04-10,40.7482229180222,-73.8563347174336,False,False,False,False,False
