ClaimId,ClaimantName,ClaimantSSN,ClaimantDoB,Role,VetName,VetSSN,VetDoB,ClaimFromAddress,ClaimFromLatitude,ClaimFromLongitude,FromTravelDate,FromTravelType,ClaimToAddress,ClaimToLatitude,ClaimToLongitude,ToTravelDate,ToTravelType,Mileage,ItemizedExpenses,TreatmentDate,FacilityName,FacilityAddress,FacilityLatitude,FacilityLongitude,ClaimDate
3000032,Ronald Dominic Bargas,645-48-1416,7/17/1951,CareGiver,Scott J. Grew,770-38-7864,1/9/1954,"3343 43rd St, San Diego, CA 92105",40.72839409,-73.9841897,3/3/2016,Car,"9470 N. Third Ave. San Diego, CA 92115",40.73291652,-73.2467818,3/3/2016,Car,89,Mileage charge of $44.56; Parking fees of $4.90; Meal bill of $54.79,3/3/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,3/12/2016
3000036,Warren R. Shaw,253-91-0295,9/4/1954,Attendant,Jesse J. Hopkins,635-48-5526,12/15/1955,"3343 43rd St, San Diego, CA 92105",40.88857682,-74.24874799,3/7/2016,Car,"7401 W. Clay Street San Diego, CA 92105",40.7566712,-73.77616012,3/7/2016,Car,66,Mileage charge of $32.89; Parking fees of $8.61; Toll fees of $5.54,3/7/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,3/12/2016
3000038,Bridget Florence Redgrave,830-00-6025,6/30/1970,Attendant,Thomas J. Kunz,452-14-6257,6/29/1945,"3343 43rd St, San Diego, CA 92105",40.73009153,-74.00640541,3/13/2016,Car,"59 Strawberry Street San Diego, CA 92117",40.71667106,-73.98129431,3/13/2016,Car,25,Mileage charge of $12.33,3/13/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,4/2/2016
3000050,Mary Shelli Terry,937-15-2555,6/5/1968,Attendant,Harry T. Bowles,624-09-7591,3/15/1963,"57 Pennsylvania St. San Diego, CA 92126",40.7582326,-73.90923605,4/4/2016,Bus,"236 Richardson Ave San Diego, CA 92115",40.93648332,-74.23739433,4/4/2016,Bus,3,Bus fare of $2.55,4/4/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,4/5/2016
3000037,Dorothy P. Pablo,326-64-4845,7/31/1969,CareGiver,James R. Kogan,318-24-6637,8/17/1957,"3343 43rd St, San Diego, CA 92105",40.7561167,-74.04639292,3/9/2016,Bus,"7202 North Proctor Drive San Diego, CA 92114",40.53181856,-73.9843378,3/9/2016,Bus,9,Bus fare of $8.97,3/9/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,4/13/2016
3000030,Shawna P. Mosher,915-05-6025,9/11/1963,Attendant,Gareth J. Rhinehart,724-48-1765,5/23/1956,"278 Mountainview Drive San Diego, CA 92126",40.7986045,-74.23762963,3/18/2016,Train,"936 Harvard Street, Chula Vista, San Diego, CA 91913",40.89498489,-73.83008018,3/18/2016,Train,40,Train fare of $39.53; Taxi fares of $39.98,3/18/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,4/15/2016
3000048,Josephine Dorothy Buist,191-37-9878,4/2/1951,Donor,Joseph C. Robb,720-14-7694,4/23/1946,"278 Mountainview Drive San Diego, CA 92126",42.8905827,-78.87927892,3/30/2016,Train,"4298 Mason St. San Diego, CA 92110",41.03273251,-73.84273371,3/31/2016,Train,671,Train fare of $671.31; Taxi fares of $40.52; Meal bill of $65.74; Hotel bill of $156.80,3/30/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,4/25/2016
3000054,Jason N. Tremain,202-33-4848,6/29/1966,CareGiver,Paul Reginald Welch,071-58-3234,4/21/1945,"278 Mountainview Drive San Diego, CA 92126",40.91291095,-74.27027991,4/14/2016,Train,"8514 Thorne St. San Diego, CA 92105",40.63186923,-73.86207438,4/14/2016,Train,53,Train fare of $52.64; Taxi fares of $45.34,4/14/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/8/2016
3000064,James C. Dorris,250-14-9763,6/29/1974,CareGiver,Mary J. Beaudette,208-42-7811,7/31/1949,"150 Fifth Street San Diego, CA 92114",40.71289305,-73.99765566,5/6/2016,Bus,"4191 Home Ave San Diego, CA 92105",40.72503878,-74.1018159,5/6/2016,Bus,2,Bus fare of $2.14,5/6/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/8/2016
3000056,Barbara M. Roe,772-39-4630,3/14/1960,CareGiver,Franklin M. McKenzie,597-22-3373,3/30/1961,"668 Orange Ave. San Diego, CA 92126",40.63150203,-74.05620318,4/19/2016,Car,"1903 39th St San Diego, CA 92105",40.72617679,-74.04835414,4/19/2016,Car,31,Mileage charge of $15.41,4/19/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/11/2016
3000066,Louis Philip Burns,271-74-0895,8/19/1957,Attendant,Scott J. Grew,770-38-7864,1/9/1954,"57 Pennsylvania St. San Diego, CA 92126",40.55744708,-73.77219829,5/10/2016,Car,"6352 Lake Shore Dr San Diego, CA 92119",40.73291652,-73.2467818,5/10/2016,Car,69,Mileage charge of $34.47; Parking fees of $11.46,5/10/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/12/2016
3000063,Dawn L. Tully,045-98-5984,3/6/1958,CareGiver,Kenneth M. Asbury,264-40-3302,8/30/1957,"3343 43rd St, San Diego, CA 92105",40.69005255,-74.10297588,5/2/2016,Car,"150 Fifth Street San Diego, CA 92114",40.67959978,-73.9388909,5/2/2016,Car,89,Mileage charge of $44.72; Parking fees of $12.14,5/2/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/17/2016
3000069,Ronald Ricardo Bryant,039-60-9312,1/22/1973,Attendant,Michael A. Berger,406-04-2675,12/20/1949,"3246 44th St, San Diego, CA 92105",40.68765945,-73.98409369,5/14/2016,Bus,"6647 Mulberry St. San Diego, CA 92115",40.58309749,-73.96566339,5/14/2016,Bus,2,Bus fare of $1.56,5/14/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/18/2016
3000072,Dewey S. Faulkner,439-54-8830,4/5/1970,CareGiver,Gary A. Bennett,435-38-1509,9/6/1956,"4783 34th St, San Diego, CA 92116",40.72640587,-73.90118519,5/18/2016,Bus,"409 Manhattan Court. San Diego, CA 92115",40.63401737,-74.01384947,5/18/2016,Bus,3,Bus fare of $3.33,5/18/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/19/2016
3000060,Lowell R. Hollis,573-84-3374,11/9/1956,Attendant,Jon M. Oscar,708-55-8273,4/4/1954,"3224 N Mountain View Dr, San Diego, CA 92116",40.71166256,-74.02314582,4/26/2016,Bus,"8658 Marlborough Dr. San Diego, CA 92115",40.76454154,-74.23413887,4/26/2016,Bus,7,Bus fare of $6.88,4/26/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/20/2016
3000065,Carmen Bridget Farber,277-72-2148,6/28/1966,CareGiver,Melody B. Scoles,205-63-3142,3/8/1942,"93 Birchwood Street San Diego, CA 92114",40.65104189,-73.85645958,5/9/2016,Bus,"823 Bellevue St. San Diego, CA 92105",40.71561712,-73.84452566,5/9/2016,Bus,14,Bus fare of $14.49,5/9/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/21/2016
3000068,Justin T. Guyatt,077-95-9716,4/1/1969,Attendant,Billy Harry Thomas,281-93-2589,5/18/1954,"4632 Hawley Blvd San Diego, CA 92116",40.68699564,-73.87287952,5/12/2016,Bus,"150 Fifth Street San Diego, CA 92114",40.62720267,-73.93980608,5/12/2016,Bus,2,Bus fare of $1.98,5/12/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/23/2016
3000073,Gillian Cortney Marno,366-94-1330,12/20/1962,CareGiver,Phillip D. Walton,477-71-5418,1/9/1954,"278 Mountainview Drive San Diego, CA 92126",40.67179414,-73.6607356,5/21/2016,Car,"89 Olive Drive San Diego, CA 92173",40.73746026,-73.98215961,5/21/2016,Car,39,Mileage charge of $19.57,5/21/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/23/2016
3000071,Jose  Thoday,998-26-8244,12/30/1964,CareGiver,Melody B. Scoles,205-63-3142,3/8/1942,"927 Euclid Ave San Diego, CA 92114",40.74862568,-74.0601984,5/16/2016,Train,"8409 Kerns St, San Diego, CA 92154",40.71561712,-73.84452566,5/16/2016,Train,79,Train fare of $79.25; Taxi fares of $34.86,5/16/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/26/2016
3000075,Tina C. Thomas,359-71-9904,4/15/1965,Attendant,Danny Richard Stender,264-82-9894,3/10/1945,"332 Birchwood Street San Diego, CA 92120",40.72120207,-74.01768368,5/24/2016,Bus,"566 Nantucket Dr Chula Vista, CA 91911",40.51143458,-73.99515219,5/24/2016,Bus,3,Bus fare of $2.52,5/24/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,5/29/2016
3000079,Marco Ryan Judd,501-10-9564,7/26/1966,Attendant,Robert P. Marks,972-83-3146,7/9/1951,"7844 Homewood Pl. San Diego, CA 91942",40.80532927,-74.11965362,6/1/2016,Car,"59 Strawberry Street San Diego, CA 92117",40.81077179,-73.79228262,6/1/2016,Car,21,Mileage charge of $10.56,6/1/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,6/2/2016
3000070,John Bobby Blomfield,913-80-7976,7/14/1968,Attendant,Johnathon David Drane,836-91-4861,9/23/1952,"4644 Denwood Rd, La Mesa, CA 91942",40.78358721,-73.97835614,6/11/2016,Car,"3537 Addison St San Diego, CA 92106",43.30780662,-73.64375372,6/12/2016,Car,403,Mileage charge of $201.39; Toll fees of $4.60; Meal bill of $56.95; Hotel bill of $156.04,6/11/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,6/13/2016
3000077,Shirley Edna Ibarra,180-57-3881,12/13/1972,CareGiver,Rayford George Choudry,142-59-5428,1/12/1947,"6927 Amherst Street San Diego, CA 92105",40.70000826,-73.86003144,5/30/2016,Bus,"819 Shadow Brook St. San Diego, CA 92117",40.67020542,-73.84053303,5/30/2016,Bus,3,Bus fare of $3.33,5/30/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,6/15/2016
3000085,John Bobby Blomfield,913-80-7976,7/14/1968,Attendant,Johnathon David Drane,836-91-4861,9/23/1952,"4818 68th St, San Diego, CA 92115",43.30957488,-73.64854686,6/15/2016,Bus,"819 Shadow Brook St. San Diego, CA 92117",43.30780662,-73.64375372,6/15/2016,Bus,1,Bus fare of $0.62,6/15/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,6/18/2016
3000084,Warren R. Shaw,253-91-0295,9/4/1954,Attendant,Jesse J. Hopkins,635-48-5526,12/15/1955,"6758 Rosefield Dr, San Diego, CA 92115",40.88857682,-74.24874799,6/13/2016,Train,"7019 Jamacha Rd, San Diego, CA 92114",40.7566712,-73.77616012,6/13/2016,Train,54,Train fare of $54.48; Taxi fares of $41.15,6/13/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,6/19/2016
3000083,Latisha M. Arnott,914-01-1278,10/31/1965,CareGiver,Dennis M. Norgrove,702-79-7189,5/1/1946,"2839 Dale St, San Diego, CA 92104",40.66275926,-73.97896985,6/10/2016,Bus,"4146 Miller Road San Diego, CA 92103",40.61807413,-73.72764484,6/10/2016,Bus,11,Bus fare of $10.94,6/10/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,6/28/2016
3000092,Philippa Johnna Gallagher,976-68-6808,6/22/1959,CareGiver,Greg M. Kovacs,042-61-3478,11/2/1952,"1142 Manchester St, National City, CA 91950",43.1750977,-77.70952712,6/25/2016,Bus,"631 Port Dunbar Chula Vista, CA 91913",43.17638514,-77.70215005,6/25/2016,Bus,19,Bus fare of $18.99,6/25/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/2/2016
3000087,Warren R. Shaw,253-91-0295,9/4/1954,Attendant,Jesse J. Hopkins,635-48-5526,12/15/1955,"278 Mountainview Drive San Diego, CA 92126",40.88857682,-74.24874799,6/19/2016,Car,"3534 Yosemite St, San Diego, CA 92109",40.7566712,-73.77616012,6/19/2016,Car,39,Mileage charge of $19.37; Parking fees of $10.09,6/19/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/10/2016
3000080,Yvonne S. Major,840-17-9256,11/27/1968,CareGiver,Elmer G. Stenton,545-16-3919,8/5/1954,"278 Mountainview Drive San Diego, CA 92126",40.7225152,-73.96941776,6/30/2016,Car,"50 E. Henry Lane San Diego, CA 92114",40.77174542,-74.12986427,6/30/2016,Car,55,Mileage charge of $27.60,6/30/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/12/2016
3000104,Lucien Clifford Roddis,934-38-0097,2/19/1955,Donor,Charles Christopher Bainton,789-53-8095,12/21/1943,"59 Strawberry Street San Diego, CA 92117",40.88258722,-73.2562152,7/13/2016,Car,"78 Pumpkin Hill Ave. San Diego, CA 92114",40.48002729,-73.98946665,7/13/2016,Car,106,Mileage charge of $52.96; Toll fees of $3.89,7/13/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/14/2016
3000097,Thomas Eric Santos,150-84-8508,7/20/1961,Attendant,Donna Sara Shoulder,476-98-0597,7/12/1958,"5141 Georgetown Ave, San Diego, CA 92110",40.66703711,-73.88542851,7/14/2016,Car,"5061 Gardena Ave, San Diego, CA 92110",40.73111847,-73.88054256,7/14/2016,Car,41,Mileage charge of $20.53; Parking fees of $8.29,7/14/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/15/2016
3000105,Mark B. Foskett,135-15-5376,11/18/1960,Attendant,Philip K. Mistry,430-90-7376,10/16/1951,"2135 Burgener Blvd, San Diego, CA 92110",40.85166013,-73.86894929,7/16/2016,Bus,"819 Shadow Brook St. San Diego, CA 92117",40.75687054,-73.79806757,7/16/2016,Bus,11,Bus fare of $11.45,7/16/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/17/2016
3000094,Olen G. Drew,706-51-4043,2/11/1972,CareGiver,Alberto Julio Chaffer,615-32-5677,9/23/1946,"2570 Burgener Blvd, San Diego, CA 92110",40.71360986,-74.01056142,7/10/2016,Bus,"150 Fifth Street San Diego, CA 92114",40.58042489,-74.0128668,7/10/2016,Bus,12,Bus fare of $12.18,7/10/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/19/2016
3000107,Harold S. Batho,376-52-1306,1/8/1980,CareGiver,Greg M. Kovacs,042-61-3478,11/2/1952,"2621 Arnott St, San Diego, CA 92110",43.17503217,-77.70032431,7/19/2016,Bus,"6610 Canopy Ridge Ln San Diego,�CA�92121",43.17638514,-77.70215005,7/19/2016,Bus,15,Bus fare of $14.55,7/19/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/20/2016
3000089,Smith C. Waldron,112-92-1770,9/13/1962,CareGiver,Alan R. White,040-88-8640,4/11/1947,"3534 Yosemite St, San Diego, CA 92109",40.82487581,-74.24371887,6/23/2016,Train,"878 N Valley View Dr Chula Vista, CA 91914",40.71967145,-74.01989544,6/23/2016,Train,67,Train fare of $66.53; Taxi fares of $40.81,6/23/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/23/2016
3000120,Shawna P. Mosher,915-05-6025,9/11/1963,Attendant,Gareth J. Rhinehart,724-48-1765,5/23/1956,"3534 Yosemite St, San Diego, CA 92109",40.7986045,-74.23762963,8/7/2016,Car,"6267 Calle Pavana San Diego, CA 92139",40.89498489,-73.83008018,8/7/2016,Car,40,Mileage charge of $19.76; Parking fees of $8.62,8/7/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/12/2016
3000117,Elizabeth Constance Stoddard,921-59-0846,8/13/1979,CareGiver,Kevin M. Jefferson,960-37-1898,2/26/1957,"3341 Riviera Dr, San Diego, CA 92109",40.48822404,-74.04206945,8/2/2016,Train,"85 Trusel Avenue San Diego, CA 92117",40.79703935,-73.96081865,8/2/2016,Train,52,Train fare of $52.09; Taxi fares of $36.59,8/2/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/13/2016
3000112,Robert Bradley Parvez,608-47-5088,5/7/1948,Donor,Nathan Jacob Holt,484-17-8580,4/22/1936,"59 Strawberry Street San Diego, CA 92117",40.5758182,-73.99839875,7/27/2016,Bus,"85 Trusel Avenue San Diego, CA 92117",40.67468287,-73.90186124,7/27/2016,Bus,21,Bus fare of $20.73,7/27/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/16/2016
3000102,Stephen B. Gonzalez,605-87-1389,11/27/1966,CareGiver,Joseph E. Knight,352-57-6666,11/9/1938,"59 Strawberry Street San Diego, CA 92117",40.7785489,-74.18271427,7/27/2016,Car,"1925 Willow St San Diego, CA 92106",40.69459859,-73.90572604,7/27/2016,Car,24,Mileage charge of $11.75; Parking fees of $11.14,7/27/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/22/2016
3000113,Brandon W. Jacob,849-40-6621,6/2/1961,CareGiver,Robert Barney Bowles,320-77-9250,8/4/1948,"3343 43rd St, San Diego, CA 92105",40.7264965,-74.07225642,7/27/2016,Car,"85 Trusel Avenue San Diego, CA 92117",40.92167752,-73.83478654,7/27/2016,Car,62,Mileage charge of $31.22,7/27/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/22/2016
3000118,Abdul L. Hannabuss,690-67-3929,9/21/1965,CareGiver,Samuel Paul Boyer,201-44-6662,1/16/1952,"3343 43rd St, San Diego, CA 92105",40.64808789,-74.00819197,8/21/2016,Bus,"4878 E Mountain View Dr San Diego, CA 92116",40.56225372,-73.89016645,8/21/2016,Bus,10,Bus fare of $9.81,8/21/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/31/2016
3000133,Martin Eddie Walsh,274-57-0041,12/5/1959,Attendant,Charles J. Wilkins,260-47-2853,1/21/1952,"3343 43rd St, San Diego, CA 92105",40.70164419,-73.83297535,9/8/2016,Car,"5830 Pawnee Dr La Mesa, CA 91942",40.66366941,-73.98978045,9/8/2016,Car,27,Mileage charge of $13.62; Parking fees of $9.52,9/8/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/10/2016
3000134,Rosa Gloria Kingman,404-16-9329,9/27/1967,Attendant,Robert W. Harvie,159-27-2780,5/31/1951,"3343 43rd St, San Diego, CA 92105",40.63051844,-74.18178398,9/9/2016,Car,"4556 Ocean View Blvd San Diego, CA 92113",40.75435322,-74.20970594,9/9/2016,Car,50,Mileage charge of $25.19,9/9/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/10/2016
3000128,Joanne A. Vester,578-66-8405,8/5/1981,Attendant,Bing K. Dickson,078-81-8325,9/2/1954,"57 Pennsylvania St. San Diego, CA 92126",40.69087318,-74.00862677,8/27/2016,Car,"150 Fifth Street San Diego, CA 92114",40.70639799,-74.10207188,8/27/2016,Car,20,Mileage charge of $10.05,8/27/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/13/2016
3000124,Louis Philip Burns,271-74-0895,8/19/1957,Attendant,Huseyin S. Willsey,844-64-0051,6/12/1955,"3343 43rd St, San Diego, CA 92105",40.55744708,-73.77219829,8/18/2016,Train,"85 Trusel Avenue San Diego, CA 92117",40.72083347,-74.06616872,8/18/2016,Train,37,Train fare of $37.38; Taxi fares of $35.56,8/18/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/15/2016
3000139,Margaret Phyllis Alphin,735-76-2773,2/14/1962,CareGiver,James R. Kogan,318-24-6637,8/17/1957,"278 Mountainview Drive San Diego, CA 92126",40.7649101,-73.93533559,9/18/2016,Bus,"3566 L St San Diego, CA 92102",40.53181856,-73.9843378,9/18/2016,Bus,27,Bus fare of $27.18; Meal bill of $58.33,9/18/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/19/2016
3000131,Carrie L. Castagna,316-57-4025,10/31/1954,CareGiver,Carlton G. Cook,612-26-9972,4/14/1946,"278 Mountainview Drive San Diego, CA 92126",40.63067532,-73.96660009,9/6/2016,Car,"1679 Logan Ave San Diego, CA 92113",40.6676508,-73.95936118,9/6/2016,Car,32,Mileage charge of $15.81; Parking fees of $9.54,9/6/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/21/2016
3000142,Wayne Frank Williams,337-72-9173,3/10/1958,Attendant,Rodney E. Impey,560-93-8016,8/19/1958,"278 Mountainview Drive San Diego, CA 92126",42.08909497,-76.80025415,9/25/2016,Bus,"4146 Bedford Dr San Diego, California",42.09032445,-76.81045238,9/25/2016,Bus,5,Bus fare of $4.71,9/25/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/4/2016
3000146,Nancy  Robinson,775-84-4209,5/15/1974,Attendant,Roy T. Bhudia,176-78-5914,11/28/1952,"150 Fifth Street San Diego, CA 92114",40.84761148,-73.90314484,10/3/2016,Bus,"8402 Brickyard Street San Diego, CA 92114",40.81023575,-74.11336119,10/3/2016,Bus,2,Bus fare of $2.44,10/3/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/8/2016
3000137,Dennis Jason Gosling,596-42-0179,6/5/1933,Donor,Carmella Sandra Livingstone,715-68-5851,1/27/1941,"668 Orange Ave. San Diego, CA 92126",40.74658972,-73.87586924,9/14/2016,Bus,"4950 Canterbury Dr San Diego, CA 92116",40.8595412,-73.9965361,9/14/2016,Bus,24,Bus fare of $24.04,9/14/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/12/2016
3000148,Esther Minnie Price,658-62-3590,8/30/1960,Attendant,Keith N. Blowers,274-27-4388,11/10/1950,"57 Pennsylvania St. San Diego, CA 92126",40.61301924,-74.16746095,10/6/2016,Car,"5998 Alcala Park San Diego, CA 92110",40.61442129,-74.02564691,10/6/2016,Car,41,Mileage charge of $20.49; Parking fees of $8.07,10/6/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/19/2016
3000144,Amy G. Qureshi,106-99-0170,4/18/1940,Donor,Brandon W. Jacob,849-40-6621,6/2/1961,"3343 43rd St, San Diego, CA 92105",42.88583277,-78.88585865,9/26/2016,Train,"3862 Fifth Ave, San Diego, CA 92103",40.7264965,-74.07225642,9/27/2016,Train,719,Train fare of $718.64; Taxi fares of $38.05; Meal bill of $64.31; Hotel bill of $163.24,9/26/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/26/2016
3000158,Joseph Paul Aldous,405-56-5422,8/10/1967,Attendant,Tom Daniel Hendrix,049-32-1897,9/12/1965,"3246 44th St, San Diego, CA 92105",40.67789897,-73.92810781,10/27/2016,Car,"3775 Elliott St San Diego, CA 92106",40.54261902,-73.93875407,10/27/2016,Car,73,Mileage charge of $36.38; Parking fees of $8.28,10/27/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/28/2016
3000151,Kenneth I. Whitefield,586-80-8128,2/8/1970,Attendant,Samuel R. Nicklin,474-70-4210,7/18/1942,"4783 34th St, San Diego, CA 92116",40.65612124,-74.24948942,10/13/2016,Train,"3803 Nipoma Pl, San Diego, CA 92106",40.799835,-74.18287526,10/13/2016,Train,58,Train fare of $58.23; Taxi fares of $46.65,10/13/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/1/2016
3000159,David Harlan Ferns,851-77-5969,10/3/1972,CareGiver,Francisco Charles Wellman,120-64-6397,7/21/1948,"3224 N Mountain View Dr, San Diego, CA 92116",42.82128154,-73.93361427,10/28/2016,Bus,"1244 Gertrude St, San Diego, CA 92110",42.81469116,-73.94138439,10/28/2016,Bus,4,Bus fare of $4.04,10/28/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/3/2016
3000162,Nuala Flora Bomford,382-02-4697,4/27/1944,Donor,Philip K. Mistry,430-90-7376,10/16/1951,"93 Birchwood Street San Diego, CA 92114",40.69310924,-74.00493505,11/1/2016,Car,"5061 Gardena Ave, San Diego, CA 92110",40.75687054,-73.79806757,11/1/2016,Car,28,Mileage charge of $14.24,11/1/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/3/2016
3000147,Lionel M. Foster,454-69-5583,4/1/1961,Attendant,Philip K. Mistry,430-90-7376,10/16/1951,"4632 Hawley Blvd San Diego, CA 92116",40.84615117,-73.87408284,11/2/2016,Car,"5141 Georgetown Ave, San Diego, CA 92110",40.75687054,-73.79806757,11/2/2016,Car,17,Mileage charge of $8.57; Parking fees of $7.81; Toll fees of $5.23,11/2/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/3/2016
